id,source,target,type,description
REL_IND_0633,TERM_INDA_006,TERM_INDA_007,СВЯЗЬ,Карточки связаны внутри кампании Индской цивилизации.
REL_IND_0634,TERM_INDA_007,ART_INDA_004,СВЯЗЬ,Карточки связаны внутри кампании Индской цивилизации.
REL_IND_0635,ART_INDA_004,BUILD_INDA_003,СВЯЗЬ,Карточки связаны внутри кампании Индской цивилизации.
REL_IND_0636,BUILD_INDA_003,BUILD_INDA_004,СВЯЗЬ,Карточки связаны внутри кампании Индской цивилизации.
REL_IND_0637,BUILD_INDA_004,ART_INDA_005,СВЯЗЬ,Карточки связаны внутри кампании Индской цивилизации.
REL_IND_0638,ART_INDA_005,ART_INDA_006,СВЯЗЬ,Карточки связаны внутри кампании Индской цивилизации.
REL_IND_0639,ART_INDA_006,CRAFT_INDA_001,СВЯЗЬ,Карточки связаны внутри кампании Индской цивилизации.
REL_IND_0640,CRAFT_INDA_001,CRAFT_INDA_002,СВЯЗЬ,Карточки связаны внутри кампании Индской цивилизации.
REL_IND_0641,CRAFT_INDA_002,CRAFT_INDA_003,СВЯЗЬ,Карточки связаны внутри кампании Индской цивилизации.
REL_IND_0642,CRAFT_INDA_003,CRAFT_INDA_004,СВЯЗЬ,Карточки связаны внутри кампании Индской цивилизации.
REL_IND_0643,CRAFT_INDA_004,TERM_INDA_008,СВЯЗЬ,Карточки связаны внутри кампании Индской цивилизации.
REL_IND_0644,TERM_INDA_008,TERM_INDA_009,СВЯЗЬ,Карточки связаны внутри кампании Индской цивилизации.
REL_IND_0645,TERM_INDA_009,TERM_INDA_010,СВЯЗЬ,Карточки связаны внутри кампании Индской цивилизации.
REL_IND_0646,TERM_INDA_010,ART_INDA_007,СВЯЗЬ,Карточки связаны внутри кампании Индской цивилизации.
REL_IND_0647,ART_INDA_007,TERM_INDA_011,СВЯЗЬ,Карточки связаны внутри кампании Индской цивилизации.
REL_IND_0648,TERM_INDA_011,ART_INDA_008,СВЯЗЬ,Карточки связаны внутри кампании Индской цивилизации.
REL_IND_0649,ART_INDA_008,CRAFT_INDA_005,СВЯЗЬ,Карточки связаны внутри кампании Индской цивилизации.
REL_IND_0650,CRAFT_INDA_005,TERM_INDA_012,СВЯЗЬ,Карточки связаны внутри кампании Индской цивилизации.
REL_IND_0651,TERM_INDA_012,SITE_INDA_005,СВЯЗЬ,Карточки связаны внутри кампании Индской цивилизации.
REL_IND_0652,SITE_INDA_005,TERM_INDA_013,СВЯЗЬ,Карточки связаны внутри кампании Индской цивилизации.
REL_IND_0653,TERM_INDA_013,ART_INDA_009,СВЯЗЬ,Карточки связаны внутри кампании Индской цивилизации.
REL_IND_0654,ART_INDA_009,TERM_INDA_014,СВЯЗЬ,Карточки связаны внутри кампании Индской цивилизации.
REL_IND_0655,TERM_INDA_014,TERM_INDA_015,СВЯЗЬ,Карточки связаны внутри кампании Индской цивилизации.
REL_IND_0656,TERM_INDA_015,TERM_INDA_016,СВЯЗЬ,Карточки связаны внутри кампании Индской цивилизации.
REL_IND_0657,TERM_INDA_016,TERM_INDA_017,СВЯЗЬ,Карточки связаны внутри кампании Индской цивилизации.
REL_IND_0658,TERM_INDA_017,STATE_IND_001,СВЯЗЬ,Карточки связаны внутри кампании Индской цивилизации.
REL_IND_X_659,ART_IND_005,CITY_MES_011,ТОРГОВЛЯ,Индские печати найдены в Уре и других западных центрах.
