id,type,title,subtitle,era,region,date,rarity,campaign,chapter,acquisition,source
RIV_INDA_003,RIVER,Гхаггар,сезонная река и зона древних поселений,IND_CHAPTER_01,Харьяна и Раджастхан,древность,UNCOMMON,INDUS,IND_CHAPTER_01,PACK,https://ru.wikipedia.org/wiki/Special:Search?search=%D0%93%D1%85%D0%B0%D0%B3%D0%B3%D0%B0%D1%80
TERM_INDA_001,TERM,Муссонный цикл,сезонное распределение осадков,IND_CHAPTER_01,Южная Азия,древность,COMMON,INDUS,IND_CHAPTER_01,PACK,https://ru.wikipedia.org/wiki/Special:Search?search=%D0%9C%D1%83%D1%81%D1%81%D0%BE%D0%BD%D0%BD%D1%8B%D0%B9%20%D1%86%D0%B8%D0%BA%D0%BB
TERM_INDA_002,TERM,Аллювиальная равнина,"земля, созданная речными наносами",IND_CHAPTER_01,Индский бассейн,древность,COMMON,INDUS,IND_CHAPTER_01,PACK,https://ru.wikipedia.org/wiki/Special:Search?search=%D0%90%D0%BB%D0%BB%D1%8E%D0%B2%D0%B8%D0%B0%D0%BB%D1%8C%D0%BD%D0%B0%D1%8F%20%D1%80%D0%B0%D0%B2%D0%BD%D0%B8%D0%BD%D0%B0
ART_INDA_001,ARTIFACT,Расписная керамика,региональные стили сосудов,IND_CHAPTER_02,Индский мир,IV–III тысячелетия до н. э.,COMMON,INDUS,IND_CHAPTER_02,PACK,https://ru.wikipedia.org/wiki/Special:Search?search=%D0%A0%D0%B0%D1%81%D0%BF%D0%B8%D1%81%D0%BD%D0%B0%D1%8F%20%D0%BA%D0%B5%D1%80%D0%B0%D0%BC%D0%B8%D0%BA%D0%B0
TERM_INDA_003,TERM,Оседлое земледелие,постоянные поселения и выращивание культур,IND_CHAPTER_02,Белуджистан и равнины,VII–III тысячелетия до н. э.,COMMON,INDUS,IND_CHAPTER_02,PACK,https://ru.wikipedia.org/wiki/Special:Search?search=%D0%9E%D1%81%D0%B5%D0%B4%D0%BB%D0%BE%D0%B5%20%D0%B7%D0%B5%D0%BC%D0%BB%D0%B5%D0%B4%D0%B5%D0%BB%D0%B8%D0%B5
ART_INDA_002,ARTIFACT,Терракотовая фигурка Мехргарха,малая пластика ранних поселений,IND_CHAPTER_02,Мехргарх,IV–III тысячелетия до н. э.,UNCOMMON,INDUS,IND_CHAPTER_02,PACK,https://ru.wikipedia.org/wiki/Special:Search?search=%D0%A2%D0%B5%D1%80%D1%80%D0%B0%D0%BA%D0%BE%D1%82%D0%BE%D0%B2%D0%B0%D1%8F%20%D1%84%D0%B8%D0%B3%D1%83%D1%80%D0%BA%D0%B0%20%D0%9C%D0%B5%D1%85%D1%80%D0%B3%D0%B0%D1%80%D1%85%D0%B0
TERM_INDA_004,TERM,Пастушество,разведение стад и сезонная мобильность,IND_CHAPTER_02,Южная Азия,древность,COMMON,INDUS,IND_CHAPTER_02,PACK,https://ru.wikipedia.org/wiki/Special:Search?search=%D0%9F%D0%B0%D1%81%D1%82%D1%83%D1%88%D0%B5%D1%81%D1%82%D0%B2%D0%BE
SITE_INDA_001,SITE,Наушаро,поселение между ранней и зрелой фазами,IND_CHAPTER_02,Белуджистан,III тысячелетие до н. э.,UNCOMMON,INDUS,IND_CHAPTER_02,PACK,https://ru.wikipedia.org/wiki/Special:Search?search=%D0%9D%D0%B0%D1%83%D1%88%D0%B0%D1%80%D0%BE
SITE_INDA_002,SITE,Балакот,прибрежное поселение и ремесленный центр,IND_CHAPTER_02,Белуджистан,III тысячелетие до н. э.,UNCOMMON,INDUS,IND_CHAPTER_02,PACK,https://ru.wikipedia.org/wiki/Special:Search?search=%D0%91%D0%B0%D0%BB%D0%B0%D0%BA%D0%BE%D1%82
ART_INDA_003,ARTIFACT,Каменные бусины ранних поселений,признак обмена и специализации,IND_CHAPTER_02,Индский мир,IV–III тысячелетия до н. э.,COMMON,INDUS,IND_CHAPTER_02,PACK,https://ru.wikipedia.org/wiki/Special:Search?search=%D0%9A%D0%B0%D0%BC%D0%B5%D0%BD%D0%BD%D1%8B%D0%B5%20%D0%B1%D1%83%D1%81%D0%B8%D0%BD%D1%8B%20%D1%80%D0%B0%D0%BD%D0%BD%D0%B8%D1%85%20%D0%BF%D0%BE%D1%81%D0%B5%D0%BB%D0%B5%D0%BD%D0%B8%D0%B9
CITY_INDA_001,CITY,Калибанган,городской центр на Гхаггаре,IND_CHAPTER_03,Раджастхан,III тысячелетие до н. э.,UNCOMMON,INDUS,IND_CHAPTER_03,PACK,https://ru.wikipedia.org/wiki/Калибанган
CITY_INDA_002,CITY,Лотхал,город и ремесленный центр Гуджарата,IND_CHAPTER_03,Гуджарат,III тысячелетие до н. э.,EPIC,INDUS,IND_CHAPTER_03,PACK,https://ru.wikipedia.org/wiki/Лотхал
CITY_INDA_003,CITY,Банавали,укреплённый центр восточной зоны,IND_CHAPTER_03,Харьяна,III тысячелетие до н. э.,UNCOMMON,INDUS,IND_CHAPTER_03,PACK,https://ru.wikipedia.org/wiki/Special:Search?search=%D0%91%D0%B0%D0%BD%D0%B0%D0%B2%D0%B0%D0%BB%D0%B8
CITY_INDA_004,CITY,Чанху-Даро,ремесленный городской центр,IND_CHAPTER_03,Синд,III тысячелетие до н. э.,RARE,INDUS,IND_CHAPTER_03,PACK,https://ru.wikipedia.org/wiki/Чанху-Даро
SITE_INDA_003,SITE,Суткаген-дор,западный прибрежный форпост,IND_CHAPTER_03,Макран,III тысячелетие до н. э.,UNCOMMON,INDUS,IND_CHAPTER_03,PACK,https://ru.wikipedia.org/wiki/Special:Search?search=%D0%A1%D1%83%D1%82%D0%BA%D0%B0%D0%B3%D0%B5%D0%BD-%D0%B4%D0%BE%D1%80
SITE_INDA_004,SITE,Ропар,поселение верхнего индского мира,IND_CHAPTER_03,Пенджаб,III–II тысячелетия до н. э.,COMMON,INDUS,IND_CHAPTER_03,PACK,https://ru.wikipedia.org/wiki/Special:Search?search=%D0%A0%D0%BE%D0%BF%D0%B0%D1%80
TERM_INDA_005,TERM,Городская сеть,"система крупных, средних и малых поселений",IND_CHAPTER_03,Индский мир,III тысячелетие до н. э.,UNCOMMON,INDUS,IND_CHAPTER_03,PACK,https://ru.wikipedia.org/wiki/Special:Search?search=%D0%93%D0%BE%D1%80%D0%BE%D0%B4%D1%81%D0%BA%D0%B0%D1%8F%20%D1%81%D0%B5%D1%82%D1%8C
BUILD_INDA_001,BUILDING,Крытые стоки,кирпичные каналы вдоль улиц,IND_CHAPTER_04,Хараппские города,III тысячелетие до н. э.,COMMON,INDUS,IND_CHAPTER_04,PACK,https://ru.wikipedia.org/wiki/Special:Search?search=%D0%9A%D1%80%D1%8B%D1%82%D1%8B%D0%B5%20%D1%81%D1%82%D0%BE%D0%BA%D0%B8
BUILD_INDA_002,BUILDING,Кирпичные платформы,поднятые основания крупных зон города,IND_CHAPTER_04,Индский мир,III тысячелетие до н. э.,UNCOMMON,INDUS,IND_CHAPTER_04,PACK,https://ru.wikipedia.org/wiki/Special:Search?search=%D0%9A%D0%B8%D1%80%D0%BF%D0%B8%D1%87%D0%BD%D1%8B%D0%B5%20%D0%BF%D0%BB%D0%B0%D1%82%D1%84%D0%BE%D1%80%D0%BC%D1%8B
TERM_INDA_006,TERM,Уличная сетка,пересекающиеся улицы и кварталы,IND_CHAPTER_04,Хараппские города,III тысячелетие до н. э.,COMMON,INDUS,IND_CHAPTER_04,PACK,https://ru.wikipedia.org/wiki/Special:Search?search=%D0%A3%D0%BB%D0%B8%D1%87%D0%BD%D0%B0%D1%8F%20%D1%81%D0%B5%D1%82%D0%BA%D0%B0
TERM_INDA_007,TERM,Обслуживание инфраструктуры,"ремонт, очистка и контроль городских систем",IND_CHAPTER_04,Индский мир,III тысячелетие до н. э.,UNCOMMON,INDUS,IND_CHAPTER_04,PACK,https://ru.wikipedia.org/wiki/Special:Search?search=%D0%9E%D0%B1%D1%81%D0%BB%D1%83%D0%B6%D0%B8%D0%B2%D0%B0%D0%BD%D0%B8%D0%B5%20%D0%B8%D0%BD%D1%84%D1%80%D0%B0%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D1%83%D1%80%D1%8B
ART_INDA_004,ARTIFACT,Обожжённый кирпич,строительный материал городских центров,IND_CHAPTER_04,Индский мир,III тысячелетие до н. э.,COMMON,INDUS,IND_CHAPTER_04,PACK,https://ru.wikipedia.org/wiki/Special:Search?search=%D0%9E%D0%B1%D0%BE%D0%B6%D0%B6%D1%91%D0%BD%D0%BD%D1%8B%D0%B9%20%D0%BA%D0%B8%D1%80%D0%BF%D0%B8%D1%87
BUILD_INDA_003,BUILDING,Северные ворота Дхолавиры,часть укреплённой планировки города,IND_CHAPTER_04,Дхолавира,III тысячелетие до н. э.,RARE,INDUS,IND_CHAPTER_04,PACK,https://ru.wikipedia.org/wiki/Special:Search?search=%D0%A1%D0%B5%D0%B2%D0%B5%D1%80%D0%BD%D1%8B%D0%B5%20%D0%B2%D0%BE%D1%80%D0%BE%D1%82%D0%B0%20%D0%94%D1%85%D0%BE%D0%BB%D0%B0%D0%B2%D0%B8%D1%80%D1%8B
BUILD_INDA_004,BUILDING,Нижний город,жилые кварталы крупных центров,IND_CHAPTER_04,Индский мир,III тысячелетие до н. э.,COMMON,INDUS,IND_CHAPTER_04,PACK,https://ru.wikipedia.org/wiki/Special:Search?search=%D0%9D%D0%B8%D0%B6%D0%BD%D0%B8%D0%B9%20%D0%B3%D0%BE%D1%80%D0%BE%D0%B4
ART_INDA_005,ARTIFACT,Единорог на печатях,наиболее частый условный образ,IND_CHAPTER_05,Индский мир,III тысячелетие до н. э.,RARE,INDUS,IND_CHAPTER_05,PACK,https://ru.wikipedia.org/wiki/Special:Search?search=%D0%95%D0%B4%D0%B8%D0%BD%D0%BE%D1%80%D0%BE%D0%B3%20%D0%BD%D0%B0%20%D0%BF%D0%B5%D1%87%D0%B0%D1%82%D1%8F%D1%85
ART_INDA_006,ARTIFACT,Стеатит,камень для изготовления печатей,IND_CHAPTER_05,Индский мир,III тысячелетие до н. э.,COMMON,INDUS,IND_CHAPTER_05,PACK,https://ru.wikipedia.org/wiki/Special:Search?search=%D0%A1%D1%82%D0%B5%D0%B0%D1%82%D0%B8%D1%82
CRAFT_INDA_001,CRAFT,Хараппский фаянс,глазурованный искусственный материал,IND_CHAPTER_05,Индский мир,III тысячелетие до н. э.,UNCOMMON,INDUS,IND_CHAPTER_05,PACK,https://ru.wikipedia.org/wiki/Special:Search?search=%D0%A5%D0%B0%D1%80%D0%B0%D0%BF%D0%BF%D1%81%D0%BA%D0%B8%D0%B9%20%D1%84%D0%B0%D1%8F%D0%BD%D1%81
CRAFT_INDA_002,CRAFT,Раковинные браслеты,изделия из морской раковины,IND_CHAPTER_05,Индский мир,III тысячелетие до н. э.,UNCOMMON,INDUS,IND_CHAPTER_05,PACK,https://ru.wikipedia.org/wiki/Special:Search?search=%D0%A0%D0%B0%D0%BA%D0%BE%D0%B2%D0%B8%D0%BD%D0%BD%D1%8B%D0%B5%20%D0%B1%D1%80%D0%B0%D1%81%D0%BB%D0%B5%D1%82%D1%8B
CRAFT_INDA_003,CRAFT,Медные инструменты,металлические орудия и предметы,IND_CHAPTER_05,Индский мир,III тысячелетие до н. э.,COMMON,INDUS,IND_CHAPTER_05,PACK,https://ru.wikipedia.org/wiki/Special:Search?search=%D0%9C%D0%B5%D0%B4%D0%BD%D1%8B%D0%B5%20%D0%B8%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BC%D0%B5%D0%BD%D1%82%D1%8B
CRAFT_INDA_004,CRAFT,Хлопковая ткань,раннее использование хлопкового волокна,IND_CHAPTER_05,Индский мир,III тысячелетие до н. э.,RARE,INDUS,IND_CHAPTER_05,PACK,https://ru.wikipedia.org/wiki/Special:Search?search=%D0%A5%D0%BB%D0%BE%D0%BF%D0%BA%D0%BE%D0%B2%D0%B0%D1%8F%20%D1%82%D0%BA%D0%B0%D0%BD%D1%8C
TERM_INDA_008,TERM,Метрология,система мер и стандартов,IND_CHAPTER_05,Индский мир,III тысячелетие до н. э.,UNCOMMON,INDUS,IND_CHAPTER_05,PACK,https://ru.wikipedia.org/wiki/Special:Search?search=%D0%9C%D0%B5%D1%82%D1%80%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%8F
TERM_INDA_009,TERM,Дильмун,узел торговли Персидского залива,IND_CHAPTER_06,Бахрейн и залив,III тысячелетие до н. э.,RARE,INDUS,IND_CHAPTER_06,PACK,https://ru.wikipedia.org/wiki/Special:Search?search=%D0%94%D0%B8%D0%BB%D1%8C%D0%BC%D1%83%D0%BD
TERM_INDA_010,TERM,Маган,регион меди и морской торговли,IND_CHAPTER_06,Оман,III тысячелетие до н. э.,RARE,INDUS,IND_CHAPTER_06,PACK,https://ru.wikipedia.org/wiki/Special:Search?search=%D0%9C%D0%B0%D0%B3%D0%B0%D0%BD
ART_INDA_007,ARTIFACT,Модель лодки,"малый предмет, связанный с водным транспортом",IND_CHAPTER_06,Индский мир,III тысячелетие до н. э.,COMMON,INDUS,IND_CHAPTER_06,PACK,https://ru.wikipedia.org/wiki/Special:Search?search=%D0%9C%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C%20%D0%BB%D0%BE%D0%B4%D0%BA%D0%B8
TERM_INDA_011,TERM,Караванный обмен,перевозка сырья по сухопутным путям,IND_CHAPTER_06,Южная Азия,III тысячелетие до н. э.,COMMON,INDUS,IND_CHAPTER_06,PACK,https://ru.wikipedia.org/wiki/Special:Search?search=%D0%9A%D0%B0%D1%80%D0%B0%D0%B2%D0%B0%D0%BD%D0%BD%D1%8B%D0%B9%20%D0%BE%D0%B1%D0%BC%D0%B5%D0%BD
ART_INDA_008,ARTIFACT,Оманская медь,импортное сырьё западных связей,IND_CHAPTER_06,Персидский залив,III тысячелетие до н. э.,UNCOMMON,INDUS,IND_CHAPTER_06,PACK,https://ru.wikipedia.org/wiki/Special:Search?search=%D0%9E%D0%BC%D0%B0%D0%BD%D1%81%D0%BA%D0%B0%D1%8F%20%D0%BC%D0%B5%D0%B4%D1%8C
CRAFT_INDA_005,CRAFT,Лазурит,ценное сырьё из районов Афганистана,IND_CHAPTER_06,Бадахшан и торговые пути,III тысячелетие до н. э.,UNCOMMON,INDUS,IND_CHAPTER_06,PACK,https://ru.wikipedia.org/wiki/Special:Search?search=%D0%9B%D0%B0%D0%B7%D1%83%D1%80%D0%B8%D1%82
TERM_INDA_012,TERM,Торговая стандартизация,"меры, печати и повторяемые формы",IND_CHAPTER_06,Индский мир,III тысячелетие до н. э.,UNCOMMON,INDUS,IND_CHAPTER_06,PACK,https://ru.wikipedia.org/wiki/Special:Search?search=%D0%A2%D0%BE%D1%80%D0%B3%D0%BE%D0%B2%D0%B0%D1%8F%20%D1%81%D1%82%D0%B0%D0%BD%D0%B4%D0%B0%D1%80%D1%82%D0%B8%D0%B7%D0%B0%D1%86%D0%B8%D1%8F
SITE_INDA_005,SITE,Пирак,поселение постгородского времени,IND_CHAPTER_07,Белуджистан,II тысячелетие до н. э.,UNCOMMON,INDUS,IND_CHAPTER_07,PACK,https://ru.wikipedia.org/wiki/Special:Search?search=%D0%9F%D0%B8%D1%80%D0%B0%D0%BA
TERM_INDA_013,TERM,Постгородское расселение,смещение к меньшим и региональным поселениям,IND_CHAPTER_07,Южная Азия,II тысячелетие до н. э.,UNCOMMON,INDUS,IND_CHAPTER_07,PACK,https://ru.wikipedia.org/wiki/Special:Search?search=%D0%9F%D0%BE%D1%81%D1%82%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D1%81%D0%BA%D0%BE%D0%B5%20%D1%80%D0%B0%D1%81%D1%81%D0%B5%D0%BB%D0%B5%D0%BD%D0%B8%D0%B5
ART_INDA_009,ARTIFACT,Позднехараппская керамика,региональные формы после зрелой фазы,IND_CHAPTER_07,Южная Азия,II тысячелетие до н. э.,COMMON,INDUS,IND_CHAPTER_07,PACK,https://ru.wikipedia.org/wiki/Special:Search?search=%D0%9F%D0%BE%D0%B7%D0%B4%D0%BD%D0%B5%D1%85%D0%B0%D1%80%D0%B0%D0%BF%D0%BF%D1%81%D0%BA%D0%B0%D1%8F%20%D0%BA%D0%B5%D1%80%D0%B0%D0%BC%D0%B8%D0%BA%D0%B0
TERM_INDA_014,TERM,Исчезновение печатей и письма,сворачивание прежних административных знаков,IND_CHAPTER_07,Индский мир,после 1900 до н. э.,RARE,INDUS,IND_CHAPTER_07,PACK,https://ru.wikipedia.org/wiki/Special:Search?search=%D0%98%D1%81%D1%87%D0%B5%D0%B7%D0%BD%D0%BE%D0%B2%D0%B5%D0%BD%D0%B8%D0%B5%20%D0%BF%D0%B5%D1%87%D0%B0%D1%82%D0%B5%D0%B9%20%D0%B8%20%D0%BF%D0%B8%D1%81%D1%8C%D0%BC%D0%B0
TERM_INDA_015,TERM,Перестройка торговых сетей,сокращение дальних контактов и новые маршруты,IND_CHAPTER_07,Южная Азия,II тысячелетие до н. э.,UNCOMMON,INDUS,IND_CHAPTER_07,PACK,https://ru.wikipedia.org/wiki/Special:Search?search=%D0%9F%D0%B5%D1%80%D0%B5%D1%81%D1%82%D1%80%D0%BE%D0%B9%D0%BA%D0%B0%20%D1%82%D0%BE%D1%80%D0%B3%D0%BE%D0%B2%D1%8B%D1%85%20%D1%81%D0%B5%D1%82%D0%B5%D0%B9
TERM_INDA_016,TERM,Локальные культуры,региональные традиции после городской системы,IND_CHAPTER_07,Южная Азия,II тысячелетие до н. э.,COMMON,INDUS,IND_CHAPTER_07,PACK,https://ru.wikipedia.org/wiki/Special:Search?search=%D0%9B%D0%BE%D0%BA%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D0%B5%20%D0%BA%D1%83%D0%BB%D1%8C%D1%82%D1%83%D1%80%D1%8B
TERM_INDA_017,TERM,Археологическая осторожность,отделение данных от эффектной версии,IND_CHAPTER_07,Мировая археология,современная наука,COMMON,INDUS,IND_CHAPTER_07,PACK,https://ru.wikipedia.org/wiki/Special:Search?search=%D0%90%D1%80%D1%85%D0%B5%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B0%D1%8F%20%D0%BE%D1%81%D1%82%D0%BE%D1%80%D0%BE%D0%B6%D0%BD%D0%BE%D1%81%D1%82%D1%8C
STATE_CHN_001,STATE,Ранние культуры Китая,сеть региональных обществ до первых династий,Ранний Китай,Китай,ок. 5000–2000 до н. э.,RARE,CHINA,CHN_CHAPTER_01,CAMPAIGN,https://ru.wikipedia.org/wiki/Special:Search?search=%D0%A0%D0%B0%D0%BD%D0%BD%D0%B8%D0%B5%20%D0%BA%D1%83%D0%BB%D1%8C%D1%82%D1%83%D1%80%D1%8B%20%D0%9A%D0%B8%D1%82%D0%B0%D1%8F
RIV_CHN_001,RIVER,Хуанхэ,река и лёссовая равнина северного Китая,Ранний Китай,Северный Китай,древность — настоящее время,EPIC,CHINA,CHN_CHAPTER_01,CAMPAIGN,https://ru.wikipedia.org/wiki/Хуанхэ
RIV_CHN_002,RIVER,Янцзы,главная речная система центрального и южного Китая,Ранний Китай,Центральный Китай,древность — настоящее время,EPIC,CHINA,CHN_CHAPTER_01,CAMPAIGN,https://ru.wikipedia.org/wiki/Янцзы
REG_CHN_001,REGION,Лёссовое плато,ветровые почвы и зона раннего земледелия,Ранний Китай,Северный Китай,неолит — бронзовый век,UNCOMMON,CHINA,CHN_CHAPTER_01,CAMPAIGN,https://ru.wikipedia.org/wiki/Лёссовое_плато
CULT_CHN_001,CULTURE,Культура Яншао,земледельческие поселения и расписная керамика,Ранний Китай,Бассейн Хуанхэ,ок. 5000–3000 до н. э.,UNCOMMON,CHINA,CHN_CHAPTER_01,CAMPAIGN,https://ru.wikipedia.org/wiki/Яншао
CULT_CHN_002,CULTURE,Культура Хэмуду,рисоводство и поселения нижней Янцзы,Ранний Китай,Чжэцзян,ок. 5000–3300 до н. э.,UNCOMMON,CHINA,CHN_CHAPTER_01,CAMPAIGN,https://ru.wikipedia.org/wiki/Хэмуду
CULT_CHN_003,CULTURE,Культура Луншань,"поздненеолитические центры, стены и чёрная керамика",Ранний Китай,Бассейн Хуанхэ,ок. 3000–1900 до н. э.,EPIC,CHINA,CHN_CHAPTER_02,CAMPAIGN,https://ru.wikipedia.org/wiki/Луншань
CULT_CHN_004,CULTURE,Культура Лянчжу,нефритовый ритуал и крупный центр нижней Янцзы,Ранний Китай,Нижняя Янцзы,ок. 3300–2300 до н. э.,EPIC,CHINA,CHN_CHAPTER_02,CAMPAIGN,https://ru.wikipedia.org/wiki/Special:Search?search=%D0%9A%D1%83%D0%BB%D1%8C%D1%82%D1%83%D1%80%D0%B0%20%D0%9B%D1%8F%D0%BD%D1%87%D0%B6%D1%83
SITE_CHN_001,CITY,Таоси,укреплённый центр с выраженной социальной иерархией,Ранний Китай,Шаньси,ок. 2300–1900 до н. э.,EPIC,CHINA,CHN_CHAPTER_02,CAMPAIGN,https://ru.wikipedia.org/wiki/Таоси
SITE_CHN_002,CITY,Шимао,каменный укреплённый центр позднего неолита,Ранний Китай,Шэньси,ок. 2300–1800 до н. э.,EPIC,CHINA,CHN_CHAPTER_02,CAMPAIGN,https://ru.wikipedia.org/wiki/Шимао
TERM_CHN_001,TERM,Укреплённое поселение,"центр, окружённый стенами и контролируемыми входами",Ранний Китай,Северный Китай,III тысячелетие до н. э.,UNCOMMON,CHINA,CHN_CHAPTER_02,CAMPAIGN,https://ru.wikipedia.org/wiki/Special:Search?search=%D0%A3%D0%BA%D1%80%D0%B5%D0%BF%D0%BB%D1%91%D0%BD%D0%BD%D0%BE%D0%B5%20%D0%BF%D0%BE%D1%81%D0%B5%D0%BB%D0%B5%D0%BD%D0%B8%D0%B5
TERM_CHN_002,SYSTEM,Социальная стратификация,"неравенство, видимое в домах, погребениях и вещах",Ранний Китай,Китай,III тысячелетие до н. э.,UNCOMMON,CHINA,CHN_CHAPTER_02,CAMPAIGN,https://ru.wikipedia.org/wiki/Special:Search?search=%D0%A1%D0%BE%D1%86%D0%B8%D0%B0%D0%BB%D1%8C%D0%BD%D0%B0%D1%8F%20%D1%81%D1%82%D1%80%D0%B0%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%86%D0%B8%D1%8F
CULT_CHN_005,CULTURE,Культура Эрлитоу,раннебронзовый комплекс Центральной равнины,Ранний Китай,Хэнань,ок. 1900–1500 до н. э.,LEGENDARY,CHINA,CHN_CHAPTER_03,CAMPAIGN,https://ru.wikipedia.org/wiki/Культура_Эрлитоу
SITE_CHN_003,CITY,Эрлитоу,крупный центр с дворцовыми комплексами и мастерскими,Ранний Китай,Хэнань,ок. 1750–1530 до н. э.,EPIC,CHINA,CHN_CHAPTER_03,CAMPAIGN,https://ru.wikipedia.org/wiki/Эрлитоу
TERM_CHN_003,TERM,Проблема династии Ся,спор о связи археологии с поздней династической традицией,Ранний Китай,Китай,II тысячелетие до н. э.,LEGENDARY,CHINA,CHN_CHAPTER_03,CAMPAIGN,https://ru.wikipedia.org/wiki/Special:Search?search=%D0%9F%D1%80%D0%BE%D0%B1%D0%BB%D0%B5%D0%BC%D0%B0%20%D0%B4%D0%B8%D0%BD%D0%B0%D1%81%D1%82%D0%B8%D0%B8%20%D0%A1%D1%8F
BUILD_CHN_001,CITY,Дворцовые комплексы Эрлитоу,"платформы, дворы и осевая планировка",Ранний Китай,Эрлитоу,II тысячелетие до н. э.,RARE,CHINA,CHN_CHAPTER_03,CAMPAIGN,https://ru.wikipedia.org/wiki/Special:Search?search=%D0%94%D0%B2%D0%BE%D1%80%D1%86%D0%BE%D0%B2%D1%8B%D0%B5%20%D0%BA%D0%BE%D0%BC%D0%BF%D0%BB%D0%B5%D0%BA%D1%81%D1%8B%20%D0%AD%D1%80%D0%BB%D0%B8%D1%82%D0%BE%D1%83
ART_CHN_001,ARTIFACT,Ранние бронзы Эрлитоу,небольшие ритуальные сосуды и оружие,Ранний Китай,Эрлитоу,II тысячелетие до н. э.,RARE,CHINA,CHN_CHAPTER_03,CAMPAIGN,https://ru.wikipedia.org/wiki/Special:Search?search=%D0%A0%D0%B0%D0%BD%D0%BD%D0%B8%D0%B5%20%D0%B1%D1%80%D0%BE%D0%BD%D0%B7%D1%8B%20%D0%AD%D1%80%D0%BB%D0%B8%D1%82%D0%BE%D1%83
ART_CHN_002,ARTIFACT,Бирюзовый дракон Эрлитоу,сложная мозаика из бирюзы,Ранний Китай,Эрлитоу,II тысячелетие до н. э.,RARE,CHINA,CHN_CHAPTER_03,CAMPAIGN,https://ru.wikipedia.org/wiki/Special:Search?search=%D0%91%D0%B8%D1%80%D1%8E%D0%B7%D0%BE%D0%B2%D1%8B%D0%B9%20%D0%B4%D1%80%D0%B0%D0%BA%D0%BE%D0%BD%20%D0%AD%D1%80%D0%BB%D0%B8%D1%82%D0%BE%D1%83
STATE_CHN_002,STATE,Династия Шан,раннее китайское государство бронзового века,Ранний Китай,Северный Китай,ок. 1600–1046 до н. э.,MYTHIC,CHINA,CHN_CHAPTER_04,CAMPAIGN,https://ru.wikipedia.org/wiki/Шан_(династия)
CULT_CHN_006,CULTURE,Эрлиганская культура,городские стены и масштабное бронзовое производство,Ранний Китай,Центральная равнина,ок. 1600–1400 до н. э.,LEGENDARY,CHINA,CHN_CHAPTER_04,CAMPAIGN,https://ru.wikipedia.org/wiki/Special:Search?search=%D0%AD%D1%80%D0%BB%D0%B8%D0%B3%D0%B0%D0%BD%D1%81%D0%BA%D0%B0%D1%8F%20%D0%BA%D1%83%D0%BB%D1%8C%D1%82%D1%83%D1%80%D0%B0
CITY_CHN_001,CITY,Шанский город Чжэнчжоу,крупный укреплённый центр Эрлигана,Ранний Китай,Хэнань,II тысячелетие до н. э.,EPIC,CHINA,CHN_CHAPTER_04,CAMPAIGN,https://ru.wikipedia.org/wiki/Special:Search?search=%D0%A8%D0%B0%D0%BD%D1%81%D0%BA%D0%B8%D0%B9%20%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%20%D0%A7%D0%B6%D1%8D%D0%BD%D1%87%D0%B6%D0%BE%D1%83
PER_CHN_001,PERSON,Чэн Тан,традиционный основатель Шан,Ранний Китай,Китай,традиционно XVII–XVI века до н. э.,RARE,CHINA,CHN_CHAPTER_04,CAMPAIGN,https://ru.wikipedia.org/wiki/Special:Search?search=%D0%A7%D1%8D%D0%BD%20%D0%A2%D0%B0%D0%BD
EVENT_CHN_001,EVENT,Расширение раннего Шан,распространение бронзового и городского комплекса,Ранний Китай,Центральный Китай,II тысячелетие до н. э.,RARE,CHINA,CHN_CHAPTER_04,CAMPAIGN,https://ru.wikipedia.org/wiki/Special:Search?search=%D0%A0%D0%B0%D1%81%D1%88%D0%B8%D1%80%D0%B5%D0%BD%D0%B8%D0%B5%20%D1%80%D0%B0%D0%BD%D0%BD%D0%B5%D0%B3%D0%BE%20%D0%A8%D0%B0%D0%BD
TERM_CHN_004,SYSTEM,Ранние столицы Шан,последовательность крупных центров до Аняна,Ранний Китай,Северный Китай,II тысячелетие до н. э.,UNCOMMON,CHINA,CHN_CHAPTER_04,CAMPAIGN,https://ru.wikipedia.org/wiki/Special:Search?search=%D0%A0%D0%B0%D0%BD%D0%BD%D0%B8%D0%B5%20%D1%81%D1%82%D0%BE%D0%BB%D0%B8%D1%86%D1%8B%20%D0%A8%D0%B0%D0%BD
SITE_CHN_004,CITY,Иньсюй,поздняя столица Шан у современного Аняна,Ранний Китай,Хэнань,ок. 1300–1046 до н. э.,MYTHIC,CHINA,CHN_CHAPTER_05,CAMPAIGN,https://ru.wikipedia.org/wiki/Иньсюй
